,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:40.403,22
10,2,Vitaly Petrov,Renault,+0.824s,20
5,3,Fernando Alonso,Ferrari,+0.836s,22
3,4,Lewis Hamilton,McLaren Mercedes,+1.107s,23
9,5,Nick Heidfeld,Renault,+1.177s,24
6,6,Felipe Massa,Ferrari,+1.355s,23
4,7,Jenson Button,McLaren Mercedes,+1.523s,14
14,8,Adrian Sutil,Force India Mercedes,+1.552s,20
8,9,Nico Rosberg,Mercedes,+1.640s,22
19,10,Jaime Alguersuari,STR Ferrari,+1.813s,29
7,11,Michael Schumacher,Mercedes,+1.867s,26
18,12,Daniel Ricciardo,STR Ferrari,+2.009s,27
11,13,Rubens Barrichello,Williams Cosworth,+2.301s,23
17,14,Sergio Perez,Sauber Ferrari,+2.335s,20
12,15,Pastor Maldonado,Williams Cosworth,+2.438s,28
1,16,Sebastian Vettel,Red Bull Racing Renault,+2.538s,21
16,17,Kamui Kobayashi,Sauber Ferrari,+2.798s,18
15,18,Nico Hulkenberg,Force India Mercedes,+3.366s,7
20,19,Heikki Kovalainen,Lotus Renault,+3.733s,17
25,20,Jerome d'Ambrosio,Virgin Cosworth,+4.623s,17
24,21,Timo Glock,Virgin Cosworth,+4.818s,19
23,22,Vitantonio Liuzzi,HRT Cosworth,+5.091s,24
22,23,Narain Karthikeyan,HRT Cosworth,+6.523s,27
21,24,Karun Chandhok,Lotus Renault,,2
