,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Ferrari,1:37.968,35
3,2,Lewis Hamilton,McLaren Mercedes,+0.227s,26
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.297s,31
7,4,Michael Schumacher,Mercedes,+0.347s,30
6,5,Felipe Massa,Ferrari,+0.475s,32
4,6,Jenson Button,McLaren Mercedes,+0.515s,30
2,7,Mark Webber,Red Bull Racing Renault,+0.563s,26
8,8,Nico Rosberg,Mercedes,+1.013s,33
9,9,Nick Heidfeld,Renault,+1.072s,35
10,10,Vitaly Petrov,Renault,+1.618s,27
14,11,Adrian Sutil,Force India Mercedes,+1.658s,31
11,12,Rubens Barrichello,Williams Cosworth,+2.052s,34
12,13,Pastor Maldonado,Williams Cosworth,+2.333s,34
15,14,Paul di Resta,Force India Mercedes,+2.395s,7
18,15,Sebastien Buemi,STR Ferrari,+2.486s,32
17,16,Sergio Perez,Sauber Ferrari,+2.563s,37
16,17,Kamui Kobayashi,Sauber Ferrari,+4.115s,34
20,18,Heikki Kovalainen,Lotus Renault,+4.188s,39
21,19,Jarno Trulli,Lotus Renault,+4.271s,25
24,20,Timo Glock,Virgin Cosworth,+4.305s,21
25,21,Jerome d'Ambrosio,Virgin Cosworth,+4.841s,36
23,22,Vitantonio Liuzzi,HRT Cosworth,+6.492s,29
22,23,Narain Karthikeyan,HRT Cosworth,+8.938s,16
