,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:18.741,30
7,2,David Coulthard,McLaren Mercedes,+0.000s,32
3,3,Michael Schumacher,Ferrari,+0.457s,31
10,4,Ralf Schumacher,Jordan Mugen Honda,+0.621s,23
5,5,Giancarlo Fisichella,Benetton Playlife,+0.673s,27
2,6,Heinz-Harald Frentzen,Williams Mecachrome,+0.771s,28
14,7,Jean Alesi,Sauber Petronas,+0.882s,33
1,8,Jacques Villeneuve,Williams Mecachrome,+1.157s,32
4,9,Eddie Irvine,Ferrari,+1.238s,23
15,10,Johnny Herbert,Sauber Petronas,+1.249s,22
17,11,Mika Salo,Arrows,+1.334s,32
12,12,Jarno Trulli,Prost Peugeot,+1.429s,31
9,13,Damon Hill,Jordan Mugen Honda,+1.609s,31
11,14,Olivier Panis,Prost Peugeot,+1.930s,29
6,15,Alexander Wurz,Benetton Playlife,+2.215s,13
18,16,Rubens Barrichello,Stewart Ford,+2.455s,11
16,17,Pedro Diniz,Arrows,+2.510s,24
21,18,Toranosuke Takagi,Tyrrell Ford,+2.540s,13
22,19,Shinji Nakano,Minardi Ford,+2.620s,30
20,20,Ricardo Rosset,Tyrrell Ford,+2.764s,25
23,21,Esteban Tuero,Minardi Ford,+2.959s,33
19,22,Jan Magnussen,Stewart Ford,+4.134s,9
