,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,47,1:19.379,200.501
7,2,David Coulthard,McLaren Mercedes,12,1:20.852,196.848
5,3,Giancarlo Fisichella,Benetton Playlife,35,1:20.942,196.629
1,4,Jacques Villeneuve,Williams Mecachrome,61,1:21.233,195.925
4,5,Eddie Irvine,Ferrari,53,1:21.327,195.698
11,6,Olivier Panis,Prost Peugeot,40,1:21.669,194.879
6,7,Alexander Wurz,Benetton Playlife,66,1:21.694,194.819
16,8,Pedro Diniz,Arrows,66,1:21.814,194.533
9,9,Damon Hill,Jordan Mugen Honda,26,1:21.933,194.251
18,10,Rubens Barrichello,Stewart Ford,44,1:22.239,193.528
2,11,Heinz-Harald Frentzen,Williams Mecachrome,13,1:22.430,193.080
19,12,Jan Magnussen,Stewart Ford,33,1:22.867,192.061
22,13,Shinji Nakano,Minardi Ford,67,1:22.907,191.969
23,14,Esteban Tuero,Minardi Ford,53,1:22.939,191.895
20,15,Ricardo Rosset,Tyrrell Ford,59,1:23.418,190.793
15,16,Johnny Herbert,Sauber Petronas,10,1:23.466,190.683
17,17,Mika Salo,Arrows,9,1:24.451,188.459
