,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:19.613,31
3,2,Michael Schumacher,Ferrari,+0.386s,41
14,3,Jean Alesi,Sauber Petronas,+0.639s,45
7,4,David Coulthard,McLaren Mercedes,+0.703s,39
5,5,Giancarlo Fisichella,Benetton Playlife,+0.867s,38
2,6,Heinz-Harald Frentzen,Williams Mecachrome,+1.009s,39
4,7,Eddie Irvine,Ferrari,+1.208s,50
18,8,Rubens Barrichello,Stewart Ford,+1.324s,32
9,9,Damon Hill,Jordan Mugen Honda,+1.456s,45
11,10,Olivier Panis,Prost Peugeot,+1.578s,37
15,11,Johnny Herbert,Sauber Petronas,+1.626s,31
6,12,Alexander Wurz,Benetton Playlife,+1.661s,31
12,13,Jarno Trulli,Prost Peugeot,+1.669s,41
10,14,Ralf Schumacher,Jordan Mugen Honda,+1.681s,41
21,15,Toranosuke Takagi,Tyrrell Ford,+1.757s,41
1,16,Jacques Villeneuve,Williams Mecachrome,+1.984s,26
17,17,Mika Salo,Arrows,+2.349s,30
16,18,Pedro Diniz,Arrows,+2.487s,31
22,19,Shinji Nakano,Minardi Ford,+2.524s,38
23,20,Esteban Tuero,Minardi Ford,+2.812s,51
20,21,Ricardo Rosset,Tyrrell Ford,+3.398s,27
19,22,Jan Magnussen,Stewart Ford,+3.533s,29
