,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,7:00.800
11,2,Clay Regazzoni,Ferrari,7:01.100
5,3,Emerson Fittipaldi,McLaren Ford,7:02.300
3,4,Jody Scheckter,Tyrrell Ford,7:03.400
4,5,Patrick Depailler,Tyrrell Ford,7:06.200
7,6,Carlos Reutemann,Brabham Ford,7:07.200
6,7,Denny Hulme,McLaren Ford,7:08.800
1,8,Ronnie Peterson,Lotus Ford,7:09.000
2,9,Jacky Ickx,Lotus Ford,7:09.100
19,10,Jochen Mass,Surtees Ford,7:09.800
16,11,Tom Pryce,Shadow Ford,7:09.900
33,12,Mike Hailwood,McLaren Ford,7:10.100
24,13,James Hunt,March Ford,7:10.400
28,14,John Watson,Brabham Ford,7:10.510
14,15,Jean-Pierre Beltoise,BRM,7:10.530
20,16,Arturo Merzario,Iso Marlboro Ford,7:11.200
8,17,Carlos Pace,Brabham Ford,7:12.700
17,18,Jean-Pierre Jarier,Shadow Ford,7:14.900
26,19,Graham Hill,Lola Ford,7:15.500
9,20,Hans-Joachim Stuck,March Ford,7:16.000
21,21,Jacques Laffite,Iso Marlboro Ford,7:17.600
22,22,Vern Schuppan,Ensign Ford,7:20.700
10,23,Vittorio Brambilla,March Ford,7:20.800
15,24,Henri Pescarolo,BRM,7:20.900
18,25,Derek Bell,Surtees Ford,7:22.000
32,26,Ian Ashley,Token Ford,7:24.600
