,Position,Driver,Car,Laps,Time,Points
11,1,Clay Regazzoni,Ferrari,14,1:41:35.000,9
3,2,Jody Scheckter,Tyrrell Ford,14,+50.700s,6
7,3,Carlos Reutemann,Brabham Ford,14,+83.300s,4
1,4,Ronnie Peterson,Lotus Ford,14,+84.200s,3
2,5,Jacky Ickx,Lotus Ford,14,+85.000s,2
16,6,Tom Pryce,Shadow Ford,14,+138.100s,1
9,7,Hans-Joachim Stuck,March Ford,14,+178.700s,0
17,8,Jean-Pierre Jarier,Shadow Ford,14,+205.900s,0
26,9,Graham Hill,Lola Ford,14,+206.400s,0
15,10,Henri Pescarolo,BRM,14,+257.700s,0
18,11,Derek Bell,Surtees Ford,14,+317.700s,0
8,12,Carlos Pace,Brabham Ford,14,+386.300s,0
10,13,Vittorio Brambilla,March Ford,14,+523.100s,0
32,14,Ian Ashley,Token Ford,13,+1 lap,0
33,15,Mike Hailwood,McLaren Ford,12,DNF,0
24,NC,James Hunt,Hesketh Ford,11,DNF,0
19,NC,Jochen Mass,Surtees Ford,10,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,5,DNF,0
20,NC,Arturo Merzario,Iso Marlboro Ford,5,DNF,0
14,NC,Jean-Pierre Beltoise,BRM,4,DNF,0
22,NC,Vern Schuppan,Ensign Ford,4,DNF,0
5,NC,Emerson Fittipaldi,McLaren Ford,2,DNF,0
21,NC,Jacques Laffite,Iso Marlboro Ford,2,DNF,0
28,NC,John Watson,Brabham Ford,1,DNF,0
12,NC,Niki Lauda,Ferrari,0,DNF,0
6,DQ,Denny Hulme,McLaren Ford,0,DSQ,0
