,Position,Driver,Car,Time
10,1,Juan Manuel Fangio,Lanica Ferrari,2:23.300
12,2,Eugenio Castellotti,Lanica Ferrari,2:24.600
14,3,Peter Collins,Lanica Ferrari,2:24.900
22,4,Harry Schell,Vanwall,2:26.100
26,5,Colin  Chapman ,Vanwall,2:26.800
24,6,Mike Hawthorn,Vanwall,2:27.000
4,7,Jean Behra,Maserati,2:27.800
2,8,Stirling Moss,Maserati,2:29.900
16,9,Alfonso de Portago ,Lanica Ferrari,2:32.800
38,10,Luigi  Villoresi,Maserati,2:33.300
44,11,Olivier  Gendebien,Lanica Ferrari,2:34.500
36,12,Louis  Rosier,Maserati,2:35.300
6,13,Cesare Perdisa,Maserati,2:35.600
32,14,Hermano da Silva Ramos,Gordini,2:35.900
30,15,Robert  Manzon,Gordini,2:36.000
8,16,Piero  Taruffi,Maserati,2:37.500
40,17,Paco  Godia,Maserati,2:40.000
28,18,Maurice  Trintignant,Bugatti,2:41.900
34,19,Andre Pilette,Gordini,2:46.800
42,20,Andre  Simon,Maserati,2:47.900
