,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:16.390
6,2,Ronnie Peterson,Lotus Ford,1:16.680
11,3,Carlos Reutemann,Ferrari,1:17.400
7,4,James Hunt,McLaren Ford,1:17.660
12,5,Gilles Villeneuve,Ferrari,1:17.760
1,6,Niki Lauda,Brabham Alfa Romeo,1:17.940
2,7,John Watson,Brabham Alfa Romeo,1:17.980
35,8,Riccardo Patrese,Arrows Ford,1:18.140
20,9,Jody Scheckter,Wolf Ford,1:18.240
26,10,Jacques Laffite,Ligier Matra,1:18.420
15,11,Jean-Pierre Jabouille,Renault,1:18.990
4,12,Patrick Depailler,Tyrrell Ford,1:19.060
3,13,Didier Pironi,Tyrrell Ford,1:19.110
8,14,Patrick Tambay,McLaren Ford,1:19.280
14,15,Emerson Fittipaldi,Fittipaldi Ford,1:19.330
19,16,Vittorio Brambilla,Surtees Ford,1:19.710
9,17,Jochen Mass,ATS Ford,1:19.980
27,18,Alan  Jones,Williams Ford,1:19.990
36,19,Rolf Stommelen,Arrows Ford,1:20.030
25,20,Hector Rebaque,Lotus Ford,1:20.210
22,21,Jacky Ickx,Ensign Ford,1:20.360
17,22,Clay Regazzoni,Shadow Ford,1:20.670
18,23,Rupert Keegan,Surtees Ford,1:20.770
16,24,Hans-Joachim Stuck,Shadow Ford,1:20.870
