,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,75,1:41:47.060,9
6,2,Ronnie Peterson,Lotus Ford,75,+19.560s,6
26,3,Jacques Laffite,Ligier Matra,75,+37.240s,4
20,4,Jody Scheckter,Wolf Ford,75,+60.060s,3
2,5,John Watson,Brabham Alfa Romeo,75,+65.930s,2
7,6,James Hunt,McLaren Ford,74,+1 lap,1
19,7,Vittorio Brambilla,Surtees Ford,74,+1 lap,0
27,8,Alan  Jones,Williams Ford,74,+1 lap,0
9,9,Jochen Mass,ATS Ford,74,+1 lap,0
12,10,Gilles Villeneuve,Ferrari,74,+1 lap,0
18,11,Rupert Keegan,Surtees Ford,73,+2 laps,0
3,12,Didier Pironi,Tyrrell Ford,71,+4 laps,0
15,13,Jean-Pierre Jabouille,Renault,71,+4 laps,0
36,14,Rolf Stommelen,Arrows Ford,71,+4 laps,0
17,15,Clay Regazzoni,Shadow Ford,67,DNF,0
22,NC,Jacky Ickx,Ensign Ford,64,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,62,DNF,0
11,NC,Carlos Reutemann,Ferrari,57,DNF,0
1,NC,Niki Lauda,Brabham Alfa Romeo,56,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,51,DNF,0
16,NC,Hans-Joachim Stuck,Shadow Ford,45,DNF,0
25,NC,Hector Rebaque,Lotus Ford,21,DNF,0
35,NC,Riccardo Patrese,Arrows Ford,21,DNF,0
8,NC,Patrick Tambay,McLaren Ford,16,DNF,0
