,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,29,1:12.268,214.651
10,2,Juan Pablo Montoya,McLaren Mercedes,27,1:12.650,213.522
5,3,Fernando Alonso,Renault,21,1:12.653,213.513
1,4,Michael Schumacher,Ferrari,25,1:12.800,213.082
6,5,Giancarlo Fisichella,Renault,11,1:13.190,211.946
2,6,Rubens Barrichello,Ferrari,49,1:13.192,211.941
16,7,Jarno Trulli,Toyota,69,1:13.570,210.852
7,8,Mark Webber,Williams BMW,45,1:13.590,210.794
17,9,Ralf Schumacher,Toyota,25,1:13.724,210.411
3,10,Jenson Button,BAR Honda,24,1:13.746,210.349
15,11,Christian Klien,RBR Cosworth,50,1:13.800,210.195
11,12,Jacques Villeneuve,Sauber Petronas,25,1:14.054,209.474
12,13,Felipe Massa,Sauber Petronas,70,1:14.343,208.659
4,14,Takuma Sato,BAR Honda,32,1:14.394,208.516
19,15,Narain Karthikeyan,Jordan Toyota,41,1:14.906,207.091
18,16,Tiago Monteiro,Jordan Toyota,41,1:15.113,206.520
21,17,Christijan Albers,Minardi Cosworth,19,1:15.527,205.388
20,18,Robert Doornbos,Minardi Cosworth,16,1:15.792,204.670
