,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Kimi Räikkönen,McLaren Mercedes,22,1:15.841,207.006
1,2,Fernando Alonso,Renault,22,1:15.911,206.815
5,3,Michael Schumacher,Ferrari,68,1:15.993,206.592
2,4,Giancarlo Fisichella,Renault,49,1:16.669,204.771
6,5,Felipe Massa,Ferrari,31,1:17.308,203.078
17,6,Jacques Villeneuve,Sauber BMW,29,1:17.394,202.852
16,7,Nick Heidfeld,Sauber BMW,52,1:17.454,202.695
8,8,Jarno Trulli,Toyota,15,1:17.503,202.567
15,9,Christian Klien,RBR Ferrari,55,1:17.576,202.377
14,10,David Coulthard,RBR Ferrari,39,1:17.619,202.264
9,11,Mark Webber,Williams Cosworth,17,1:17.705,202.041
21,12,Scott Speed,STR Cosworth,52,1:17.720,202.002
12,13,Jenson Button,Honda,21,1:18.001,201.274
20,14,Vitantonio Liuzzi,STR Cosworth,50,1:18.078,201.075
4,15,Juan Pablo Montoya,McLaren Mercedes,5,1:18.493,200.012
7,16,Ralf Schumacher,Toyota,19,1:18.793,199.251
11,17,Rubens Barrichello,Honda,10,1:19.286,198.012
18,18,Tiago Monteiro,MF1 Toyota,5,1:19.291,197.999
22,19,Takuma Sato,Super Aguri Honda,40,1:20.490,195.050
23,20,Franck Montagny,Super Aguri Honda,2,2:07.709,122.932
