,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando Alonso,Renault,1:15.350,1:14.726,1:14.942,23
2,2,Giancarlo Fisichella,Renault,1:15.917,1:15.295,1:15.178,22
3,3,Kimi Räikkönen,McLaren Mercedes,1:15.376,1:15.273,1:15.386,30
8,4,Jarno Trulli,Toyota,1:16.455,1:15.506,1:15.968,29
5,5,Michael Schumacher,Ferrari,1:15.716,1:15.139,1:15.986,24
10,6,Nico Rosberg,Williams Cosworth,1:16.404,1:15.269,1:16.012,28
4,7,Juan Pablo Montoya,McLaren Mercedes,1:16.251,1:15.253,1:16.228,26
12,8,Jenson Button,Honda,1:16.594,1:15.814,1:16.608,30
11,9,Rubens Barrichello,Honda,1:16.735,1:15.601,1:16.912,31
6,10,Felipe Massa,Ferrari,1:16.259,1:15.555,1:17.209,24
17,11,Jacques Villeneuve,Sauber BMW,1:16.493,1:15.832,,10
15,12,Christian Klien,RBR Ferrari,1:16.585,1:15.833,,12
16,13,Nick Heidfeld,Sauber BMW,1:15.906,1:15.885,,11
7,14,Ralf Schumacher,Toyota,1:16.702,1:15.888,,12
20,15,Vitantonio Liuzzi,STR Cosworth,1:16.581,1:16.116,,16
14,16,David Coulthard,RBR Ferrari,1:16.514,1:16.301,,11
9,17,Mark Webber,Williams Cosworth,1:16.985,,,7
21,18,Scott Speed,STR Cosworth,1:17.016,,,7
18,19,Tiago Monteiro,MF1 Toyota,1:17.121,,,8
19,20,Christijan Albers,MF1 Toyota,1:17.140,,,7
22,21,Takuma Sato,Super Aguri Honda,1:19.088,,,6
23,22,Franck Montagny,Super Aguri Honda,1:19.152,,,7
