,Position,Driver,Car,Time
26,1,Stirling Moss,Vanwall,1:40.500
28,2,Tony Brooks,Vanwall,1:41.400
14,3,Mike Hawthorn,Ferrari,1:41.800
30,4,Stuart  Lewis-Evans ,Vanwall,1:42.400
20,5,Olivier  Gendebien,Ferrari,1:42.500
16,6,Wolfgang von Trips,Ferrari,1:42.600
18,7,Phil Hill,Ferrari,1:42.700
8,8,Jean Behra,BRM,1:43.200
10,9,Harry Schell,BRM,1:43.200
12,10,Jo Bonnier,BRM,1:44.700
32,11,Masten Gregory,Maserati,1:44.900
38,12,Graham Hill,Lotus Climax,1:46.000
2,13,Maurice  Trintignant,Cooper Climax,1:46.400
6,14,Roy Salvadori,Cooper Climax,1:47.000
4,15,Jack Brabham,Cooper Climax,1:47.300
36,16,Cliff Allison,Lotus Climax,1:47.800
34,17,Carroll  Shelby ,Maserati,1:48.000
24,18,Hans  Herrmann,Maserati,1:49.800
40,19,Gerino  Gerini ,Maserati,1:50.100
22,20,Giulio Cabianca,Maserati,1:54.600
42,21,Maria Teresa de Filippis ,Maserati,1:55.900
