,Position,Driver,Car,Laps,Time,Points
38,1,Mike Hawthorn,Ferrari,80,3:13:52.100,8
14,2,Luigi Musso,Maserati,80,+73.200s,6
2,3,Juan Manuel Fangio,Mercedes-Benz,79,+1 lap,4
10,4,Roberto Mieres,Maserati,79,+1 lap,3
4,5,Karl Kling,Mercedes-Benz,79,+1 lap,2
16,6,Paco  Godia,Maserati,76,+4 laps,0
26,7,Louis  Rosier,Maserati,74,+6 laps,0
28,8,Ken  Wharton,Maserati,74,+6 laps,0
18,9,Prince Bira,Maserati,68,+12 laps,0
12,NC,Sergio Mantovani,Maserati,58,DNF,0
22,NC,Ottorino  Volonterio ,Maserati,57,DNF,0
6,NC,Hans  Herrmann,Mercedes-Benz,50,DNF,0
40,NC,Maurice  Trintignant,Ferrari,47,DNF,0
48,NC,Jacques  Pollet,Gordini,37,DNF,0
24,NC,Harry Schell,Maserati,29,DNF,0
8,NC,Stirling Moss,Maserati,20,DNF,0
46,NC,Jean Behra,Gordini,17,DNF,0
30,NC,Jacques Swaters,Ferrari,16,DNF,0
34,NC,Alberto Ascari,Lancia,10,DNF,1
36,NC,Luigi  Villoresi,Lancia,2,DNF,0
20,NC,Robert  Manzon,Ferrari,2,DNF,0
