,Position,Driver,Car,Time
34,1,Alberto Ascari,Lancia,2:18.100
2,2,Juan Manuel Fangio,Maserati,2:19.100
38,3,Mike Hawthorn,Ferrari,2:20.600
36,5,Luigi  Villoresi,Lancia,2:21.000
8,6,Stirling Moss,Maserati,2:21.100
14,7,Luigi Musso,Maserati,2:21.500
40,8,Maurice  Trintignant,Ferrari,2:21.900
6,9,Hans  Herrmann,Mercedes-Benz,2:21.900
12,10,Sergio Mantovani,Maserati,2:22.000
10,11,Roberto Mieres,Maserati,2:22.300
4,12,Karl Kling,Mercedes-Benz,2:23.400
16,13,Paco  Godia,Maserati,2:24.200
28,14,Ken  Wharton,Maserati,2:25.700
18,15,Prince Bira,Maserati,2:26.100
48,16,Jacques  Pollet,Gordini,2:27.400
20,17,Robert  Manzon,Maserati,2:27.500
30,19,Jacques Swaters,Ferrari,2:28.000
26,20,Louis  Rosier,Maserati,2:29.800
22,21,Toulo de Graffenried,Maserati,2:29.800
