,Position,Driver,Car,Lap,Time
12,1,Giancarlo Fisichella,Jordan Peugeot,20,1:22.242
5,2,Michael Schumacher,Ferrari,44,1:22.295
10,3,David Coulthard,McLaren Mercedes,22,1:22.340
14,4,Olivier Panis,Prost Mugen Honda,29,1:22.422
3,5,Jacques Villeneuve,Williams Renault,9,1:22.534
11,6,Ralf Schumacher,Jordan Peugeot,14,1:22.784
6,7,Eddie Irvine,Ferrari,30,1:22.839
4,8,Heinz-Harald Frentzen,Williams Renault,54,1:22.841
7,9,Jean Alesi,Benetton Renault,20,1:23.096
8,10,Gerhard Berger,Benetton Renault,42,1:23.106
16,11,Johnny Herbert,Sauber Petronas,54,1:23.178
9,12,Mika Hakkinen,McLaren Mercedes,30,1:23.241
15,13,Shinji Nakano,Prost Mugen Honda,21,1:23.516
22,14,Rubens Barrichello,Stewart Ford,23,1:23.564
2,15,Pedro Diniz,Arrows Yamaha,24,1:23.716
1,16,Damon Hill,Arrows Yamaha,12,1:23.761
21,17,Jarno Trulli,Minardi Hart,45,1:24.213
18,18,Jos Verstappen,Tyrrell Ford,43,1:24.517
17,19,Gianni Morbidelli,Sauber Petronas,24,1:24.647
19,20,Mika Salo,Tyrrell Ford,4,1:24.775
23,21,Jan Magnussen,Stewart Ford,40,1:25.300
20,22,Ukyo Katayama,Minardi Hart,4,1:26.273
