,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:37.468,1:35.934,1:34.870,12
3,2,Lewis Hamilton,McLaren Mercedes,1:36.861,1:35.852,1:34.974,19
2,3,Mark Webber,Red Bull Racing Renault,1:37.924,1:36.080,1:35.179,17
4,4,Jenson Button,McLaren Mercedes,1:37.033,1:35.569,1:35.200,15
5,5,Fernando Alonso,Ferrari,1:36.897,1:36.320,1:35.802,14
9,6,Nick Heidfeld,Renault,1:37.224,1:36.811,1:36.124,9
6,7,Felipe Massa,Ferrari,1:36.744,1:36.557,1:36.251,13
10,8,Vitaly Petrov,Renault,1:37.210,1:36.642,1:36.324,9
8,9,Nico Rosberg,Mercedes,1:37.316,1:36.388,1:36.809,17
16,10,Kamui Kobayashi,Sauber Ferrari,1:36.994,1:36.691,1:36.820,13
7,11,Michael Schumacher,Mercedes,1:36.904,1:37.035,,12
18,12,Sebastien Buemi,STR Ferrari,1:37.693,1:37.160,,13
19,13,Jaime Alguersuari,STR Ferrari,1:37.677,1:37.347,,12
15,14,Paul di Resta,Force India Mercedes,1:38.045,1:37.370,,12
11,15,Rubens Barrichello,Williams Cosworth,1:38.163,1:37.496,,15
17,16,Sergio Perez,Sauber Ferrari,1:37.759,1:37.528,,10
14,17,Adrian Sutil,Force India Mercedes,1:37.693,1:37.593,,9
12,18,Pastor Maldonado,Williams Cosworth,1:38.276,,,8
20,19,Heikki Kovalainen,Lotus Renault,1:38.645,,,8
21,20,Jarno Trulli,Lotus Renault,1:38.791,,,8
24,21,Timo Glock,Virgin Cosworth,1:40.648,,,8
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:41.001,,,7
23,23,Vitantonio Liuzzi,HRT Cosworth,1:41.549,,,7
22,24,Narain Karthikeyan,HRT Cosworth,1:42.574,,,7
