,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:18.245,1:17.166,1:16.741,19
33,2,Max Verstappen,Red Bull Racing Honda,1:18.090,1:16.922,1:16.777,14
77,3,Valtteri Bottas,Mercedes,1:18.005,1:17.142,1:16.873,16
16,4,Charles Leclerc,Ferrari,1:18.041,1:17.717,1:17.510,18
31,5,Esteban Ocon,Alpine Renault,1:18.281,1:17.743,1:17.580,15
55,6,Carlos Sainz,Ferrari,1:18.205,1:17.656,1:17.620,15
3,7,Daniel Ricciardo,McLaren Mercedes,1:18.264,1:17.719,1:17.622,14
11,8,Sergio Perez,Red Bull Racing Honda,1:18.203,1:17.669,1:17.701,17
4,9,Lando Norris,McLaren Mercedes,1:17.821,1:17.696,1:18.010,17
14,10,Fernando Alonso,Alpine Renault,1:18.281,1:17.966,1:18.147,17
18,11,Lance Stroll,Aston Martin Mercedes,1:18.241,1:17.974,,12
10,12,Pierre Gasly,AlphaTauri Honda,1:18.190,1:17.982,,9
5,13,Sebastian Vettel,Aston Martin Mercedes,1:18.289,1:18.079,,12
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:18.549,1:18.356,,12
63,15,George Russell,Williams Mercedes,1:18.445,1:19.154,,11
22,16,Yuki Tsunoda,AlphaTauri Honda,1:18.556,,,6
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:18.917,,,6
47,18,Mick Schumacher,Haas Ferrari,1:19.117,,,9
6,19,Nicholas Latifi,Williams Mercedes,1:19.219,,,9
9,20,Nikita Mazepin,Haas Ferrari,1:19.807,,,9
