,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:18.170,32
77,2,Valtteri Bottas,Mercedes,+0.139s,31
16,3,Charles Leclerc,Ferrari,+0.165s,28
31,4,Esteban Ocon,Alpine Renault,+0.296s,29
14,5,Fernando Alonso,Alpine Renault,+0.348s,30
10,6,Pierre Gasly,AlphaTauri Honda,+0.423s,32
22,7,Yuki Tsunoda,AlphaTauri Honda,+0.449s,30
55,8,Carlos Sainz,Ferrari,+0.504s,30
33,9,Max Verstappen,Red Bull Racing Honda,+0.615s,26
11,10,Sergio Perez,Red Bull Racing Honda,+0.748s,23
5,11,Sebastian Vettel,Aston Martin Mercedes,+0.777s,30
4,12,Lando Norris,McLaren Mercedes,+0.922s,28
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+0.952s,29
18,14,Lance Stroll,Aston Martin Mercedes,+0.964s,29
3,15,Daniel Ricciardo,McLaren Mercedes,+1.025s,28
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.043s,30
63,17,George Russell,Williams Mercedes,+1.787s,29
6,18,Nicholas Latifi,Williams Mercedes,+1.876s,26
47,19,Mick Schumacher,Haas Ferrari,+2.156s,30
9,20,Nikita Mazepin,Haas Ferrari,+2.583s,27
