,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,62,1:18.149,215.357,16:31:20
77,2,Valtteri Bottas,Mercedes,65,1:19.430,211.884,16:35:31
11,3,Sergio Perez,Red Bull Racing Honda,60,1:19.483,211.743,16:29:21
16,4,Charles Leclerc,Ferrari,64,1:20.459,209.174,16:34:34
44,5,Lewis Hamilton,Mercedes,54,1:20.665,208.640,16:20:08
14,6,Fernando Alonso,Alpine Renault,63,1:21.182,207.311,16:34:51
4,7,Lando Norris,McLaren Mercedes,56,1:21.279,207.064,16:24:24
10,8,Pierre Gasly,AlphaTauri Honda,64,1:21.375,206.820,16:35:40
55,9,Carlos Sainz,Ferrari,53,1:21.568,206.330,16:19:52
3,10,Daniel Ricciardo,McLaren Mercedes,60,1:21.853,205.612,16:29:25
18,11,Lance Stroll,Aston Martin Mercedes,47,1:22.607,203.735,16:11:57
47,12,Mick Schumacher,Haas Ferrari,54,1:22.637,203.661,16:22:27
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,42,1:22.802,203.255,16:05:25
5,14,Sebastian Vettel,Aston Martin Mercedes,56,1:22.820,203.211,16:24:35
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,54,1:22.868,203.094,16:21:46
6,16,Nicholas Latifi,Williams Mercedes,57,1:22.905,203.003,16:26:23
63,17,George Russell,Williams Mercedes,30,1:23.208,202.264,15:47:59
31,18,Esteban Ocon,Alpine Renault,46,1:23.311,202.014,16:10:05
9,19,Nikita Mazepin,Haas Ferrari,45,1:24.040,200.261,16:10:14
22,20,Yuki Tsunoda,AlphaTauri Honda,5,1:24.825,198.408,15:10:42
