,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:33.160
7,2,Carlos Reutemann,Brabham Ford,1:33.270
8,3,Carlos Pace,Brabham Ford,1:33.530
28,4,John Watson,Brabham Ford,1:33.630
11,5,Clay Regazzoni,Ferrari,1:33.730
5,6,Emerson Fittipaldi,McLaren Ford,1:33.950
1,7,Ronnie Peterson,Lotus Ford,1:34.240
24,8,James Hunt,March Ford,1:34.340
17,9,Jean-Pierre Jarier,Shadow Ford,1:34.560
4,10,Patrick Depailler,Tyrrell Ford,1:34.561
14,11,Jean-Pierre Beltoise,BRM,1:34.620
3,12,Jody Scheckter,Tyrrell Ford,1:34.700
10,13,Vittorio Brambilla,March Ford,1:34.760
27,14,Rolf Stommelen,Lola Ford,1:34.840
20,15,Arturo Merzario,Iso Marlboro Ford,1:35.020
2,16,Jacky Ickx,Lotus Ford,1:35.190
21,17,Jacques Laffite,Iso Marlboro Ford,1:35.220
9,18,Hans-Joachim Stuck,March Ford,1:35.230
6,19,Denny Hulme,McLaren Ford,1:35.630
29,20,Tim   Schenken,Trojan Ford,1:35.720
26,21,Graham Hill,Lola Ford,1:35.820
16,22,Tom Pryce,Shadow Ford,1:36.270
33,23,David   Hobbs,McLaren Ford,1:36.310
37,24,Francois  Migault,BRM,1:36.360
15,25,Henri Pescarolo,BRM,1:36.640
