,Position,Driver,Car,Time
0,1,Damon Hill,Williams Renault,1:16.282
2,2,Nigel Mansell,Williams Renault,1:16.359
5,3,Michael Schumacher,Benetton Ford,1:16.707
27,4,Jean Alesi,Ferrari,1:16.954
28,5,Gerhard Berger,Ferrari,1:16.959
15,6,Eddie Irvine,Jordan Hart,1:17.441
14,7,Rubens Barrichello,Jordan Hart,1:17.482
6,8,Jos Verstappen,Benetton Ford,1:17.645
7,9,Mika Hakkinen,McLaren Peugeot,1:17.768
30,10,Heinz-Harald Frentzen,Sauber Mercedes,1:17.830
29,11,Andrea de Cesaris,Sauber Mercedes,1:17.866
8,12,Martin Brundle,McLaren Peugeot,1:18.031
26,13,Olivier Panis,Ligier Renault,1:18.044
3,14,Ukyo Katayama,Tyrrell Yamaha,1:18.192
25,15,Eric Bernard,Ligier Renault,1:18.236
23,16,Pierluigi Martini,Minardi Ford,1:18.248
4,17,Mark Blundell,Tyrrell Yamaha,1:18.381
9,18,Christian Fittipaldi,Footwork Ford,1:18.568
12,19,Johnny Herbert,Lotus Mugen Honda,1:18.715
20,20,Erik Comas,Larrousse Ford,1:18.811
24,21,Michele Alboreto,Minardi Ford,1:18.890
10,22,Gianni Morbidelli,Footwork Ford,1:18.936
11,23,Alessandro Zanardi,Lotus Mugen Honda,1:19.066
31,24,David Brabham,Simtek Ford,1:19.771
19,25,Olivier Beretta,Larrousse Ford,1:19.863
32,26,Jean-Marc Gounon,Simtek Ford,1:21.829
