,Position,Driver,Car,Time
4,1,Mike Hawthorn,Ferrari,2:21.700
2,2,Luigi Musso,Ferrari,2:22.400
16,3,Harry Schell,BRM,2:23.100
42,4,Peter Collins,Ferrari,2:23.300
10,5,Tony Brooks,Vanwall,2:23.400
8,6,Stirling Moss,Vanwall,2:23.700
18,7,Maurice  Trintignant,BRM,2:23.700
34,8,Juan Manuel Fangio,Maserati,2:24.000
14,9,Jean Behra,BRM,2:24.200
12,10,Stuart  Lewis-Evans ,Vanwall,2:25.300
40,11,Paco  Godia,Maserati,2:27.100
22,12,Jack Brabham,Cooper Climax,2:27.300
36,13,Phil Hill,Maserati,2:29.500
20,14,Roy Salvadori,Cooper Climax,2:30.000
32,15,Gerino  Gerini ,Maserati,2:30.700
38,16,Jo Bonnier,Maserati,2:30.900
28,17,Carroll  Shelby ,Maserati,2:32.000
30,18,Troy Ruttman,Maserati,2:36.000
24,20,Cliff Allison,Lotus Climax,2:49.700
6,21,Wolfgang von Trips,Ferrari,
