,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:47.497,5
5,2,Sebastian Vettel,Ferrari,+2.101s,4
8,3,Romain Grosjean,Haas Ferrari,,1
4,4,Lando Norris,McLaren Renault,,1
33,5,Max Verstappen,Red Bull Racing Honda,,1
20,6,Kevin Magnussen,Haas Ferrari,,1
55,7,Carlos Sainz,McLaren Renault,,1
99,8,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,,1
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,,1
88,10,Robert Kubica,Williams Mercedes,,1
63,11,George Russell,Williams Mercedes,,3
23,12,Alexander Albon,Scuderia Toro Rosso Honda,,1
3,13,Daniel Ricciardo,Renault,,1
27,14,Nico Hulkenberg,Renault,,1
10,15,Pierre Gasly,Red Bull Racing Honda,,1
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,,1
11,17,Sergio Perez,Racing Point BWT Mercedes,,1
18,18,Lance Stroll,Racing Point BWT Mercedes,,1
