,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:40.495
44,2,Lewis Hamilton,Mercedes,1:40.554
5,3,Sebastian Vettel,Ferrari,1:40.797
33,4,Max Verstappen,Red Bull Racing Honda,1:41.069
11,5,Sergio Perez,Racing Point BWT Mercedes,1:41.593
26,6,Daniil Kvyat,Scuderia Toro Rosso Honda,1:41.681
4,7,Lando Norris,McLaren Renault,1:41.886
16,8,Charles Leclerc,Ferrari,
55,9,Carlos Sainz,McLaren Renault,1:42.398
3,10,Daniel Ricciardo,Renault,1:42.477
23,11,Alexander Albon,Scuderia Toro Rosso Honda,1:42.494
20,12,Kevin Magnussen,Haas Ferrari,1:42.699
18,13,Lance Stroll,Racing Point BWT Mercedes,1:42.630
8,14,Romain Grosjean,Haas Ferrari,1:43.407
27,15,Nico Hulkenberg,Renault,1:43.427
63,16,George Russell,Williams Mercedes,1:45.062
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:42.424
88,18,Robert Kubica,Williams Mercedes,1:45.455
7,19,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:43.068
10,20,Pierre Gasly,Red Bull Racing Honda,1:41.335
