,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:41.604,14
5,2,Sebastian Vettel,Ferrari,+0.198s,14
33,3,Max Verstappen,Red Bull Racing Honda,+1.248s,16
77,4,Valtteri Bottas,Mercedes,+1.460s,19
44,5,Lewis Hamilton,Mercedes,+1.572s,17
26,6,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.619s,18
20,7,Kevin Magnussen,Haas Ferrari,+1.690s,19
23,8,Alexander Albon,Scuderia Toro Rosso Honda,+1.696s,19
11,9,Sergio Perez,Racing Point BWT Mercedes,+1.826s,15
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.933s,19
3,11,Daniel Ricciardo,Renault,+1.957s,20
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.033s,20
4,13,Lando Norris,McLaren Renault,+2.320s,20
55,14,Carlos Sainz,McLaren Renault,+2.374s,19
18,15,Lance Stroll,Racing Point BWT Mercedes,+2.435s,16
27,16,Nico Hulkenberg,Renault,+2.439s,19
8,17,Romain Grosjean,Haas Ferrari,+2.770s,16
88,18,Robert Kubica,Williams Mercedes,+4.396s,19
63,19,George Russell,Williams Mercedes,+4.686s,20
10,20,Pierre Gasly,Red Bull Racing Honda,+6.232s,22
