,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:42.872,28
5,2,Sebastian Vettel,Ferrari,+0.324s,28
44,3,Lewis Hamilton,Mercedes,+0.669s,31
33,4,Max Verstappen,Red Bull Racing Honda,+0.921s,24
77,5,Valtteri Bottas,Mercedes,+1.131s,31
26,6,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.305s,9
55,7,Carlos Sainz,McLaren Renault,+1.311s,27
23,8,Alexander Albon,Scuderia Toro Rosso Honda,+1.344s,33
10,9,Pierre Gasly,Red Bull Racing Honda,+1.368s,24
4,10,Lando Norris,McLaren Renault,+1.423s,32
20,11,Kevin Magnussen,Haas Ferrari,+2.029s,25
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.494s,31
11,13,Sergio Perez,Racing Point BWT Mercedes,+2.564s,28
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.610s,30
3,15,Daniel Ricciardo,Renault,+2.611s,15
8,16,Romain Grosjean,Haas Ferrari,+2.746s,31
27,17,Nico Hulkenberg,Renault,+3.845s,24
18,18,Lance Stroll,Racing Point BWT Mercedes,+5.003s,8
88,19,Robert Kubica,Williams Mercedes,+5.239s,27
