,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,51,1:31:52.942,25
44,2,Lewis Hamilton,Mercedes,51,+1.524s,18
5,3,Sebastian Vettel,Ferrari,51,+11.739s,15
33,4,Max Verstappen,Red Bull Racing Honda,51,+17.493s,12
16,5,Charles Leclerc,Ferrari,51,+69.107s,11
11,6,Sergio Perez,Racing Point BWT Mercedes,51,+76.416s,8
55,7,Carlos Sainz,McLaren Renault,51,+83.826s,6
4,8,Lando Norris,McLaren Renault,51,+100.268s,4
18,9,Lance Stroll,Racing Point BWT Mercedes,51,+103.816s,2
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,50,+1 lap,1
23,11,Alexander Albon,Scuderia Toro Rosso Honda,50,+1 lap,0
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,50,+1 lap,0
20,13,Kevin Magnussen,Haas Ferrari,50,+1 lap,0
27,14,Nico Hulkenberg,Renault,50,+1 lap,0
63,15,George Russell,Williams Mercedes,49,+2 laps,0
88,16,Robert Kubica,Williams Mercedes,49,+2 laps,0
10,NC,Pierre Gasly,Red Bull Racing Honda,38,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,38,DNF,0
26,NC,Daniil Kvyat,Scuderia Toro Rosso Honda,33,DNF,0
3,NC,Daniel Ricciardo,Renault,31,DNF,0
