,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:31.317
2,2,Rubens Barrichello,Ferrari,1:31.749
3,3,David Coulthard,McLaren Mercedes,1:32.088
4,4,Kimi Räikkönen,McLaren Mercedes,1:32.197
5,5,Ralf Schumacher,Williams BMW,1:32.444
6,6,Juan Pablo Montoya,Williams BMW,1:32.507
10,7,Takuma Sato,Jordan Honda,1:33.090
9,8,Giancarlo Fisichella,Jordan Honda,1:33.276
11,9,Jacques Villeneuve,BAR Honda,1:33.349
15,10,Jenson Button,Renault,1:33.429
14,11,Jarno Trulli,Renault,1:33.547
7,12,Nick Heidfeld,Sauber Petronas,1:33.553
24,13,Mika Salo,Toyota,1:33.742
16,14,Eddie Irvine,Jaguar Cosworth,1:33.915
8,15,Felipe Massa,Sauber Petronas,1:33.979
12,16,Olivier Panis,BAR Honda,1:34.192
17,17,Pedro de la Rosa,Jaguar Cosworth,1:34.227
23,18,Mark Webber,Minardi Asiatech,1:35.958
22,19,Alex Yoong,Minardi Asiatech,1:36.267
