,Position,Driver,Car,Time / Gap,Laps
4,1,Kimi Räikkönen,McLaren Mercedes,1:34.232,33
3,2,David Coulthard,McLaren Mercedes,+0.498s,29
2,3,Rubens Barrichello,Ferrari,+1.170s,34
6,4,Juan Pablo Montoya,Williams BMW,+1.510s,38
5,5,Ralf Schumacher,Williams BMW,+1.763s,44
1,6,Michael Schumacher,Ferrari,+1.877s,19
16,7,Eddie Irvine,Jaguar Cosworth,+1.958s,25
17,8,Pedro de la Rosa,Jaguar Cosworth,+2.258s,37
14,9,Jarno Trulli,Renault,+2.297s,37
9,10,Giancarlo Fisichella,Jordan Honda,+2.512s,37
24,11,Mika Salo,Toyota,+2.661s,43
15,12,Jenson Button,Renault,+2.782s,37
10,13,Takuma Sato,Jordan Honda,+2.964s,45
25,14,Allan McNish,Toyota,+3.152s,43
8,15,Felipe Massa,Sauber Petronas,+3.260s,31
7,16,Nick Heidfeld,Sauber Petronas,+3.549s,39
12,17,Olivier Panis,BAR Honda,+3.695s,23
23,18,Mark Webber,Minardi Asiatech,+3.765s,33
11,19,Jacques Villeneuve,BAR Honda,+3.906s,11
22,20,Alex Yoong,Minardi Asiatech,+4.910s,30
