,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,78,1:59:29.133,25
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,78,+7.252s,18
11,3,Sergio Perez,Force India Mercedes,78,+13.825s,15
5,4,Sebastian Vettel,Ferrari,78,+15.846s,12
14,5,Fernando Alonso,McLaren Honda,78,+85.076s,10
27,6,Nico Hulkenberg,Force India Mercedes,78,+92.999s,8
6,7,Nico Rosberg,Mercedes,78,+93.290s,6
55,8,Carlos Sainz,Toro Rosso Ferrari,77,+1 lap,4
22,9,Jenson Button,McLaren Honda,77,+1 lap,2
19,10,Felipe Massa,Williams Mercedes,77,+1 lap,1
21,11,Esteban Gutierrez ,Haas Ferrari,77,+1 lap,0
77,12,Valtteri Bottas,Williams Mercedes,77,+1 lap,0
8,13,Romain Grosjean,Haas Ferrari,76,+2 laps,0
94,14,Pascal Wehrlein,MRT Mercedes,76,+2 laps,0
88,15,Rio Haryanto,MRT Mercedes,74,+4 laps,0
9,NC,Marcus Ericsson,Sauber Ferrari,51,DNF,0
12,NC,Felipe Nasr,Sauber Ferrari,48,DNF,0
33,NC,Max Verstappen,Red Bull Racing TAG Heuer,34,DNF,0
20,NC,Kevin Magnussen,Renault,32,DNF,0
26,NC,Daniil Kvyat,Toro Rosso Ferrari,18,DNF,0
7,NC,Kimi Räikkönen,Ferrari,10,DNF,0
30,NC,Jolyon Palmer,Renault,7,DNF,0
