,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,71,1:17.939,154.135,15:50:15
5,2,Sebastian Vettel,Ferrari,62,1:18.005,154.005,15:38:23
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,67,1:18.294,153.437,15:44:46
11,4,Sergio Perez,Force India Mercedes,64,1:18.446,153.139,15:40:59
55,5,Carlos Sainz,Toro Rosso Ferrari,70,1:18.519,152.997,15:50:08
6,6,Nico Rosberg,Mercedes,74,1:18.763,152.523,15:55:23
21,7,Esteban Gutierrez ,Haas Ferrari,69,1:19.131,151.814,15:49:40
14,8,Fernando Alonso,McLaren Honda,72,1:19.170,151.739,15:52:42
19,9,Felipe Massa,Williams Mercedes,69,1:19.213,151.656,15:49:03
77,10,Valtteri Bottas,Williams Mercedes,66,1:19.223,151.637,15:45:36
27,11,Nico Hulkenberg,Force India Mercedes,74,1:19.232,151.620,15:55:25
22,12,Jenson Button,McLaren Honda,66,1:19.670,150.786,15:44:38
88,13,Rio Haryanto,MRT Mercedes,70,1:19.868,150.413,15:53:59
8,14,Romain Grosjean,Haas Ferrari,65,1:20.219,149.755,15:45:16
94,15,Pascal Wehrlein,MRT Mercedes,60,1:20.372,149.469,15:38:32
9,16,Marcus Ericsson,Sauber Ferrari,51,1:21.342,147.687,15:26:41
12,17,Felipe Nasr,Sauber Ferrari,46,1:21.889,146.701,15:18:52
33,18,Max Verstappen,Red Bull Racing TAG Heuer,34,1:26.563,138.779,14:59:42
20,19,Kevin Magnussen,Renault,27,1:29.802,133.774,14:50:28
26,20,Daniil Kvyat,Toro Rosso Ferrari,14,1:37.895,122.715,14:29:56
7,21,Kimi Räikkönen,Ferrari,10,1:47.149,112.116,14:21:12
30,22,Jolyon Palmer,Renault,2,1:58.474,101.399,14:05:00
