,Position,Driver,Car,Q1,Q2,Q3,Laps
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:14.912,1:14.357,1:13.622,21
6,2,Nico Rosberg,Mercedes,1:14.873,1:14.043,1:13.791,24
44,3,Lewis Hamilton,Mercedes,1:14.826,1:14.056,1:13.942,21
5,4,Sebastian Vettel,Ferrari,1:14.610,1:14.318,1:14.552,23
27,5,Nico Hulkenberg,Force India Mercedes,1:15.333,1:14.989,1:14.726,25
7,6,Kimi Räikkönen,Ferrari,1:15.499,1:14.789,1:14.732,25
55,7,Carlos Sainz,Toro Rosso Ferrari,1:15.467,1:14.805,1:14.749,23
11,8,Sergio Perez,Force India Mercedes,1:15.328,1:14.937,1:14.902,28
26,9,Daniil Kvyat,Toro Rosso Ferrari,1:15.384,1:14.794,1:15.273,23
14,10,Fernando Alonso,McLaren Honda,1:15.504,1:15.107,1:15.363,26
77,11,Valtteri Bottas,Williams Mercedes,1:15.521,1:15.273,,15
21,12,Esteban Gutierrez ,Haas Ferrari,1:15.592,1:15.293,,22
22,13,Jenson Button,McLaren Honda,1:15.554,1:15.352,,15
19,14,Felipe Massa,Williams Mercedes,1:15.710,1:15.385,,19
8,15,Romain Grosjean,Haas Ferrari,1:15.465,1:15.571,,22
20,16,Kevin Magnussen,Renault,1:16.253,1:16.058,,22
9,17,Marcus Ericsson,Sauber Ferrari,1:16.299,,,12
30,18,Jolyon Palmer,Renault,1:16.586,,,12
88,19,Rio Haryanto,MRT Mercedes,1:17.295,,,12
94,20,Pascal Wehrlein,MRT Mercedes,1:17.452,,,12
33,NC,Max Verstappen,Red Bull Racing TAG Heuer,1:22.467,,,3
12,NC,Felipe Nasr,Sauber Ferrari,DNS,,,1
