,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,67,1:08.411,227.647,15:26:04
6,2,Nico Rosberg,Mercedes,66,1:08.491,227.381,15:24:54
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,66,1:08.770,226.459,15:25:29
7,4,Kimi Räikkönen,Ferrari,66,1:08.876,226.110,15:25:04
33,5,Max Verstappen,Red Bull Racing TAG Heuer,69,1:09.618,223.700,15:28:31
21,6,Esteban Gutierrez ,Haas Ferrari,55,1:09.694,223.456,15:13:03
19,7,Felipe Massa,Williams Mercedes,59,1:09.899,222.801,15:17:45
8,8,Romain Grosjean,Haas Ferrari,67,1:09.925,222.718,15:26:44
22,9,Jenson Button,McLaren Honda,70,1:10.001,222.476,15:30:12
11,10,Sergio Perez,Force India Mercedes,66,1:10.120,222.099,15:25:38
55,11,Carlos Sainz,Toro Rosso Ferrari,68,1:10.138,222.042,15:28:00
77,12,Valtteri Bottas,Williams Mercedes,55,1:10.210,221.814,15:12:57
30,13,Jolyon Palmer,Renault,53,1:10.228,221.757,15:10:53
27,14,Nico Hulkenberg,Force India Mercedes,53,1:10.309,221.502,15:10:55
88,15,Rio Haryanto,MRT Mercedes,66,1:10.342,221.398,15:26:30
12,16,Felipe Nasr,Sauber Ferrari,46,1:10.415,221.168,15:02:30
20,17,Kevin Magnussen,Renault,56,1:10.450,221.058,15:14:31
9,18,Marcus Ericsson,Sauber Ferrari,58,1:10.704,220.264,15:16:55
94,19,Pascal Wehrlein,MRT Mercedes,67,1:10.859,219.782,15:27:11
14,20,Fernando Alonso,McLaren Honda,44,1:11.020,219.284,14:59:46
5,21,Sebastian Vettel,Ferrari,10,1:11.441,217.992,14:15:17
26,22,Daniil Kvyat,Toro Rosso Ferrari,2,1:18.302,198.891,14:05:52
