,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:07.922
27,2,Nico Hulkenberg,Force India Mercedes,1:09.285
22,3,Jenson Button,McLaren Honda,1:09.900
7,4,Kimi Räikkönen,Ferrari,1:09.901
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:09.980
6,6,Nico Rosberg,Mercedes,1:08.465
77,7,Valtteri Bottas,Williams Mercedes,1:10.440
33,8,Max Verstappen,Red Bull Racing TAG Heuer,1:11.153
5,9,Sebastian Vettel,Ferrari,1:09.781
19,10,Felipe Massa,Williams Mercedes,1:11.977
21,11,Esteban Gutierrez ,Haas Ferrari,1:07.578
94,12,Pascal Wehrlein,MRT Mercedes,1:07.700
8,13,Romain Grosjean,Haas Ferrari,1:07.850
14,14,Fernando Alonso,McLaren Honda,1:08.154
55,15,Carlos Sainz,Toro Rosso Ferrari,
11,16,Sergio Perez,Force India Mercedes,
20,17,Kevin Magnussen,Renault,1:07.941
9,18,Marcus Ericsson,Sauber Ferrari,1:08.418
30,19,Jolyon Palmer,Renault,1:07.965
88,20,Rio Haryanto,MRT Mercedes,1:08.026
12,21,Felipe Nasr,Sauber Ferrari,1:08.446
