,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,71,1:27:38.107,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,71,+5.719s,18
7,3,Kimi Räikkönen,Ferrari,71,+6.024s,15
6,4,Nico Rosberg,Mercedes,71,+26.710s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+30.981s,10
22,6,Jenson Button,McLaren Honda,71,+37.706s,8
8,7,Romain Grosjean,Haas Ferrari,71,+44.668s,6
55,8,Carlos Sainz,Toro Rosso Ferrari,71,+47.400s,4
77,9,Valtteri Bottas,Williams Mercedes,70,+1 lap,2
94,10,Pascal Wehrlein,MRT Mercedes,70,+1 lap,1
21,11,Esteban Gutierrez ,Haas Ferrari,70,+1 lap,0
30,12,Jolyon Palmer,Renault,70,+1 lap,0
12,13,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
20,14,Kevin Magnussen,Renault,70,+1 lap,0
9,15,Marcus Ericsson,Sauber Ferrari,70,+1 lap,0
88,16,Rio Haryanto,MRT Mercedes,70,+1 lap,0
11,17,Sergio Perez,Force India Mercedes,69,DNF,0
14,18,Fernando Alonso,McLaren Honda,64,DNF,0
27,19,Nico Hulkenberg,Force India Mercedes,64,DNF,0
19,20,Felipe Massa,Williams Mercedes,63,DNF,0
5,NC,Sebastian Vettel,Ferrari,26,DNF,0
26,NC,Daniil Kvyat,Toro Rosso Ferrari,2,DNF,0
