,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:07.098,20
7,2,Kimi Räikkönen,Ferrari,+0.136s,26
44,3,Lewis Hamilton,Mercedes,+0.210s,20
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.541s,22
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.663s,22
77,6,Valtteri Bottas,Williams Mercedes,+0.716s,23
19,7,Felipe Massa,Williams Mercedes,+0.733s,27
27,8,Nico Hulkenberg,Force India Mercedes,+1.187s,23
22,9,Jenson Button,McLaren Honda,+1.206s,19
14,10,Fernando Alonso,McLaren Honda,+1.229s,17
11,11,Sergio Perez,Force India Mercedes,+1.344s,26
21,12,Esteban Gutierrez ,Haas Ferrari,+1.377s,22
94,13,Pascal Wehrlein,MRT Mercedes,+1.436s,29
8,14,Romain Grosjean,Haas Ferrari,+1.452s,21
20,15,Kevin Magnussen,Renault,+1.471s,31
26,16,Daniil Kvyat,Toro Rosso Ferrari,+1.688s,32
30,17,Jolyon Palmer,Renault,+1.841s,27
55,18,Carlos Sainz,Toro Rosso Ferrari,+1.910s,11
88,19,Rio Haryanto,MRT Mercedes,+2.018s,28
9,20,Marcus Ericsson,Sauber Ferrari,+2.039s,25
12,21,Felipe Nasr,Sauber Ferrari,+2.459s,20
6,22,Nico Rosberg,Mercedes,+3.861s,16
