,Position,Driver,Car,Time / Gap,Laps
1,1,Fernando Alonso,McLaren Mercedes,1:16.973,33
2,2,Lewis Hamilton,McLaren Mercedes,+0.628s,14
9,3,Nick Heidfeld,Sauber BMW,+0.643s,31
3,4,Giancarlo Fisichella,Renault,+0.785s,27
6,5,Kimi Räikkönen,Ferrari,+0.945s,28
15,6,Mark Webber,Red Bull Renault,+0.983s,19
16,7,Nico Rosberg,Williams Toyota,+1.101s,27
5,8,Felipe Massa,Ferrari,+1.216s,29
10,9,Robert Kubica,Sauber BMW,+1.702s,28
8,10,Rubens Barrichello,Honda,+1.703s,22
17,11,Alexander Wurz,Williams Toyota,+1.896s,29
19,12,Scott Speed,STR Ferrari,+1.994s,27
14,13,David Coulthard,Red Bull Renault,+2.122s,16
22,14,Takuma Sato,Super Aguri Honda,+2.230s,27
18,15,Vitantonio Liuzzi,STR Ferrari,+2.312s,24
4,16,Heikki Kovalainen,Renault,+2.348s,27
7,17,Jenson Button,Honda,+2.359s,27
23,18,Anthony Davidson,Super Aguri Honda,+2.364s,22
12,19,Jarno Trulli,Toyota,+2.523s,22
11,20,Ralf Schumacher,Toyota,+2.826s,25
20,21,Adrian Sutil,Spyker Ferrari,+4.661s,19
21,22,Christijan Albers,Spyker Ferrari,+6.262s,5
