,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando Alonso,McLaren Mercedes,1:16.059,1:15.431,1:15.726,22
2,2,Lewis Hamilton,McLaren Mercedes,1:15.685,1:15.479,1:15.905,22
5,3,Felipe Massa,Ferrari,1:16.786,1:16.034,1:15.967,27
3,4,Giancarlo Fisichella,Renault,1:17.596,1:16.054,1:16.285,24
16,5,Nico Rosberg,Williams Toyota,1:16.870,1:16.100,1:16.439,24
15,6,Mark Webber,Red Bull Renault,1:17.816,1:16.420,1:16.784,25
9,7,Nick Heidfeld,Sauber BMW,1:17.385,1:15.733,1:16.832,24
10,8,Robert Kubica,Sauber BMW,1:17.584,1:15.576,1:16.955,24
8,9,Rubens Barrichello,Honda,1:17.244,1:16.454,1:17.498,27
7,10,Jenson Button,Honda,1:17.297,1:16.457,1:17.939,28
14,11,David Coulthard,Red Bull Renault,1:17.204,1:16.319,,16
17,12,Alexander Wurz,Williams Toyota,1:17.874,1:16.662,,16
18,13,Vitantonio Liuzzi,STR Ferrari,1:16.720,1:16.703,,17
12,14,Jarno Trulli,Toyota,1:17.686,1:16.988,,14
4,15,Heikki Kovalainen,Renault,1:17.836,1:17.125,,16
6,16,Kimi Räikkönen,Ferrari,1:16.251,DNF,,11
23,17,Anthony Davidson,Super Aguri Honda,1:18.250,,,7
19,18,Scott Speed,STR Ferrari,1:18.390,,,7
20,19,Adrian Sutil,Spyker Ferrari,1:18.418,,,8
11,20,Ralf Schumacher,Toyota,1:18.539,,,8
22,21,Takuma Sato,Super Aguri Honda,1:18.554,,,10
21,22,Christijan Albers,Spyker Ferrari,DNF,,,3
