,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Fernando Alonso,McLaren Mercedes,44,1:15.284,159.715
2,2,Lewis Hamilton,McLaren Mercedes,28,1:15.372,159.528
10,3,Robert Kubica,Sauber BMW,39,1:16.006,158.198
5,4,Felipe Massa,Ferrari,47,1:16.183,157.830
3,5,Giancarlo Fisichella,Renault,54,1:16.254,157.683
6,6,Kimi Räikkönen,Ferrari,62,1:16.592,156.987
17,7,Alexander Wurz,Williams Toyota,40,1:16.658,156.852
14,8,David Coulthard,Red Bull Renault,75,1:16.786,156.591
7,9,Jenson Button,Honda,40,1:16.802,156.558
19,10,Scott Speed,STR Ferrari,73,1:16.867,156.426
16,11,Nico Rosberg,Williams Toyota,70,1:16.991,156.174
9,12,Nick Heidfeld,Sauber BMW,30,1:17.041,156.072
8,13,Rubens Barrichello,Honda,69,1:17.080,155.993
4,14,Heikki Kovalainen,Renault,72,1:17.100,155.953
22,15,Takuma Sato,Super Aguri Honda,74,1:17.183,155.785
23,16,Anthony Davidson,Super Aguri Honda,63,1:17.223,155.704
11,17,Ralf Schumacher,Toyota,47,1:17.231,155.688
12,18,Jarno Trulli,Toyota,53,1:17.495,155.158
20,19,Adrian Sutil,Spyker Ferrari,34,1:17.678,154.792
21,20,Christijan Albers,Spyker Ferrari,70,1:17.689,154.770
15,21,Mark Webber,Red Bull Renault,17,1:18.998,152.206
