,Position,Driver,Car,Time / Gap,Laps
20,1,Adrian Sutil,Spyker Ferrari,1:36.612,12
6,2,Kimi Räikkönen,Ferrari,+0.127s,13
2,3,Lewis Hamilton,McLaren Mercedes,+0.155s,15
3,4,Giancarlo Fisichella,Renault,+0.172s,16
19,5,Scott Speed,STR Ferrari,+0.342s,15
1,6,Fernando Alonso,McLaren Mercedes,+0.408s,16
4,7,Heikki Kovalainen,Renault,+0.602s,15
16,8,Nico Rosberg,Williams Toyota,+0.776s,15
7,9,Jenson Button,Honda,+0.830s,12
8,10,Rubens Barrichello,Honda,+0.851s,14
15,11,Mark Webber,Red Bull Renault,+1.120s,13
5,12,Felipe Massa,Ferrari,+1.385s,12
22,13,Takuma Sato,Super Aguri Honda,+1.509s,14
23,14,Anthony Davidson,Super Aguri Honda,+1.568s,17
14,15,David Coulthard,Red Bull Renault,+1.690s,6
10,16,Robert Kubica,Sauber BMW,+1.851s,13
17,17,Alexander Wurz,Williams Toyota,+2.264s,14
9,18,Nick Heidfeld,Sauber BMW,+2.287s,18
21,19,Christijan Albers,Spyker Ferrari,+2.323s,14
11,20,Ralf Schumacher,Toyota,+4.065s,17
18,21,Vitantonio Liuzzi,STR Ferrari,+4.496s,8
12,22,Jarno Trulli,Toyota,+6.805s,22
