,Position,Driver,Car,Laps,Time,Points
1,1,Fernando Alonso,McLaren Mercedes,78,1:40:29.329,10
2,2,Lewis Hamilton,McLaren Mercedes,78,+4.095s,8
5,3,Felipe Massa,Ferrari,78,+69.114s,6
3,4,Giancarlo Fisichella,Renault,77,+1 lap,5
10,5,Robert Kubica,Sauber BMW,77,+1 lap,4
9,6,Nick Heidfeld,Sauber BMW,77,+1 lap,3
17,7,Alexander Wurz,Williams Toyota,77,+1 lap,2
6,8,Kimi Räikkönen,Ferrari,77,+1 lap,1
19,9,Scott Speed,STR Ferrari,77,+1 lap,0
8,10,Rubens Barrichello,Honda,77,+1 lap,0
7,11,Jenson Button,Honda,77,+1 lap,0
16,12,Nico Rosberg,Williams Toyota,77,+1 lap,0
4,13,Heikki Kovalainen,Renault,76,DNF,0
14,14,David Coulthard,Red Bull Renault,76,+2 laps,0
12,15,Jarno Trulli,Toyota,76,+2 laps,0
11,16,Ralf Schumacher,Toyota,76,+2 laps,0
22,17,Takuma Sato,Super Aguri Honda,76,+2 laps,0
23,18,Anthony Davidson,Super Aguri Honda,76,+2 laps,0
21,19,Christijan Albers,Spyker Ferrari,70,DNF,0
20,NC,Adrian Sutil,Spyker Ferrari,53,DNF,0
15,NC,Mark Webber,Red Bull Renault,17,DNF,0
18,NC,Vitantonio Liuzzi,STR Ferrari,1,DNF,0
