,Position,Driver,Car,Laps,Time,Points
5,1,Felipe Massa,Ferrari,58,1:26:42.161,10
6,2,Kimi Räikkönen,Ferrari,58,+2.275s,8
1,3,Fernando Alonso,McLaren Mercedes,58,+26.181s,6
9,4,Nick Heidfeld,Sauber BMW,58,+39.674s,5
2,5,Lewis Hamilton,McLaren Mercedes,58,+45.085s,4
4,6,Heikki Kovalainen,Renault,58,+46.169s,3
16,7,Nico Rosberg,Williams Toyota,58,+55.778s,2
10,8,Robert Kubica,Sauber BMW,58,+56.707s,1
3,9,Giancarlo Fisichella,Renault,58,+59.491s,0
14,10,David Coulthard,Red Bull Renault,58,+71.009s,0
17,11,Alexander Wurz,Williams Toyota,58,+79.628s,0
11,12,Ralf Schumacher,Toyota,57,+1 lap,0
7,13,Jenson Button,Honda,57,+1 lap,0
23,14,Anthony Davidson,Super Aguri Honda,57,+1 lap,0
18,15,Vitantonio Liuzzi,STR Ferrari,57,+1 lap,0
12,16,Jarno Trulli,Toyota,57,+1 lap,0
8,17,Rubens Barrichello,Honda,57,+1 lap,0
22,18,Takuma Sato,Super Aguri Honda,57,+1 lap,0
19,19,Sebastian Vettel,STR Ferrari,57,+1 lap,0
21,20,Sakon Yamamoto,Spyker Ferrari,56,+2 laps,0
20,21,Adrian Sutil,Spyker Ferrari,53,DNF,0
15,NC,Mark Webber,Red Bull Renault,9,DNF,0
