,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:27.325,12
5,2,Felipe Massa,Ferrari,+0.041s,15
6,3,Kimi Räikkönen,Ferrari,+0.181s,16
1,4,Fernando Alonso,McLaren Mercedes,+0.418s,13
16,5,Nico Rosberg,Williams Toyota,+0.731s,16
9,6,Nick Heidfeld,Sauber BMW,+0.859s,18
10,7,Robert Kubica,Sauber BMW,+0.899s,21
3,8,Giancarlo Fisichella,Renault,+0.936s,20
15,9,Mark Webber,Red Bull Renault,+1.012s,15
4,10,Heikki Kovalainen,Renault,+1.039s,17
17,11,Alexander Wurz,Williams Toyota,+1.088s,16
14,12,David Coulthard,Red Bull Renault,+1.123s,14
11,13,Ralf Schumacher,Toyota,+1.156s,20
12,14,Jarno Trulli,Toyota,+1.195s,21
7,15,Jenson Button,Honda,+1.223s,16
8,16,Rubens Barrichello,Honda,+1.390s,18
23,17,Anthony Davidson,Super Aguri Honda,+1.430s,16
18,18,Vitantonio Liuzzi,STR Ferrari,+1.612s,20
19,19,Sebastian Vettel,STR Ferrari,+2.083s,19
22,20,Takuma Sato,Super Aguri Honda,+2.111s,14
20,21,Adrian Sutil,Spyker Ferrari,+2.719s,22
21,22,Sakon Yamamoto,Spyker Ferrari,+3.387s,21
