,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:28.469,28
6,2,Kimi Räikkönen,Ferrari,+0.293s,21
11,3,Ralf Schumacher,Toyota,+0.304s,23
12,4,Jarno Trulli,Toyota,+0.405s,28
5,5,Felipe Massa,Ferrari,+0.415s,25
1,6,Fernando Alonso,McLaren Mercedes,+0.478s,24
16,7,Nico Rosberg,Williams Toyota,+0.526s,27
4,8,Heikki Kovalainen,Renault,+0.556s,28
17,9,Alexander Wurz,Williams Toyota,+0.624s,27
10,10,Robert Kubica,Sauber BMW,+0.899s,31
14,11,David Coulthard,Red Bull Renault,+0.966s,12
3,12,Giancarlo Fisichella,Renault,+0.987s,28
9,13,Nick Heidfeld,Sauber BMW,+1.323s,30
7,14,Jenson Button,Honda,+1.476s,26
8,15,Rubens Barrichello,Honda,+1.586s,31
22,16,Takuma Sato,Super Aguri Honda,+1.635s,27
15,17,Mark Webber,Red Bull Renault,+1.846s,25
23,18,Anthony Davidson,Super Aguri Honda,+2.061s,24
18,19,Vitantonio Liuzzi,STR Ferrari,+2.233s,24
19,20,Sebastian Vettel,STR Ferrari,+2.332s,16
20,21,Adrian Sutil,Spyker Ferrari,+2.684s,32
21,22,Sakon Yamamoto,Spyker Ferrari,+2.706s,32
