,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,57,1:27.295,220.136
5,2,Felipe Massa,Ferrari,18,1:27.922,218.566
2,3,Lewis Hamilton,McLaren Mercedes,17,1:27.963,218.464
1,4,Fernando Alonso,McLaren Mercedes,39,1:28.070,218.199
9,5,Nick Heidfeld,Sauber BMW,39,1:28.319,217.583
16,6,Nico Rosberg,Williams Toyota,37,1:28.536,217.050
4,7,Heikki Kovalainen,Renault,20,1:28.603,216.886
17,8,Alexander Wurz,Williams Toyota,55,1:28.737,216.559
3,9,Giancarlo Fisichella,Renault,56,1:28.793,216.422
7,10,Jenson Button,Honda,34,1:28.873,216.227
10,11,Robert Kubica,Sauber BMW,11,1:28.918,216.118
11,12,Ralf Schumacher,Toyota,55,1:28.924,216.103
14,13,David Coulthard,Red Bull Renault,54,1:29.068,215.754
12,14,Jarno Trulli,Toyota,39,1:29.459,214.811
8,15,Rubens Barrichello,Honda,35,1:29.513,214.681
18,16,Vitantonio Liuzzi,STR Ferrari,56,1:29.563,214.561
23,17,Anthony Davidson,Super Aguri Honda,38,1:29.658,214.334
22,18,Takuma Sato,Super Aguri Honda,56,1:29.916,213.719
19,19,Sebastian Vettel,STR Ferrari,39,1:29.983,213.560
20,20,Adrian Sutil,Spyker Ferrari,52,1:30.617,212.066
15,21,Mark Webber,Red Bull Renault,4,1:30.808,211.620
21,22,Sakon Yamamoto,Spyker Ferrari,21,1:30.951,211.287
