,Position,Driver,Car,Time
5,1,Felipe Massa,Ferrari,1:27.329
2,2,Lewis Hamilton,McLaren Mercedes,1:27.373
6,3,Kimi Räikkönen,Ferrari,1:27.546
1,4,Fernando Alonso,McLaren Mercedes,1:27.574
10,5,Robert Kubica,Sauber BMW,1:27.722
9,6,Nick Heidfeld,Sauber BMW,1:28.037
4,7,Heikki Kovalainen,Renault,1:28.491
16,8,Nico Rosberg,Williams Toyota,1:28.501
12,9,Jarno Trulli,Toyota,1:28.740
3,10,Giancarlo Fisichella,Renault,1:29.322
23,11,Anthony Davidson,Super Aguri Honda,1:28.002
15,12,Mark Webber,Red Bull Renault,1:28.013
14,13,David Coulthard,Red Bull Renault,1:28.100
17,14,Alexander Wurz,Williams Toyota,1:28.390
18,15,Vitantonio Liuzzi,STR Ferrari,1:28.798
11,16,Ralf Schumacher,Toyota,1:28.809
22,17,Takuma Sato,Super Aguri Honda,1:28.953
19,18,Sebastian Vettel,STR Ferrari,1:29.408
20,19,Adrian Sutil,Spyker Ferrari,1:29.861
21,20,Sakon Yamamoto,Spyker Ferrari,1:31.479
7,21,Jenson Button,Honda,1:28.220
8,22,Rubens Barrichello,Honda,1:28.188
