,Position,Driver,Car,Laps,Time,Points
5,1,Jim Clark,Lotus Ford,108,2:03:13.200,9
6,2,Graham Hill,Lotus Ford,108,+6.300s,6
2,3,Denny Hulme,Brabham Repco,107,+1 lap,4
15,4,Jo Siffert,Cooper Maserati,106,+2 laps,3
1,5,Jack Brabham,Brabham Repco,104,+4 laps,2
16,6,Jo Bonnier,Cooper Maserati,101,+7 laps,1
22,7,Jean-Pierre Beltoise,Matra Ford,101,+7 laps,0
3,NC,John Surtees,Honda,96,DNF,0
9,NC,Chris Amon,Ferrari,95,DNF,0
7,NC,Jackie Stewart,BRM,72,DNF,0
21,NC,Jacky Ickx,Cooper Maserati,45,DNF,0
19,NC,Guy  Ligier ,Brabham Repco,43,DNF,0
17,NC,Chris   Irwin,BRM,41,DNF,0
8,NC,Mike Spence,BRM,35,DNF,0
4,NC,Jochen Rindt,Cooper Maserati,33,DNF,0
11,NC,Dan Gurney,Eagle Weslake,24,DNF,0
14,NC,Bruce McLaren,McLaren BRM,16,DNF,0
18,NC,Moises Solana,Lotus Ford,7,DNF,0
