,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:10.911,9
9,2,Jenson Button,BAR Honda,+0.160s,9
1,3,Michael Schumacher,Ferrari,+0.296s,8
8,4,Fernando Alonso,Renault,+0.598s,12
4,5,Ralf Schumacher,Williams BMW,+0.760s,14
7,6,Jarno Trulli,Renault,+0.812s,11
10,7,Takuma Sato,BAR Honda,+1.078s,14
16,8,Cristiano da Matta,Toyota,+1.090s,12
6,9,Kimi Räikkönen,McLaren Mercedes,+1.104s,7
14,10,Mark Webber,Jaguar Cosworth,+1.217s,6
15,11,Christian Klien,Jaguar Cosworth,+1.236s,6
3,12,Juan Pablo Montoya,Williams BMW,+1.329s,8
11,13,Giancarlo Fisichella,Sauber Petronas,+1.494s,10
17,14,Olivier Panis,Toyota,+1.540s,14
5,15,David Coulthard,McLaren Mercedes,+1.673s,11
12,16,Felipe Massa,Sauber Petronas,+2.000s,13
20,17,Gianmaria Bruni,Minardi Cosworth,+2.046s,12
21,18,Zsolt Baumgartner,Minardi Cosworth,+2.485s,12
18,19,Nick Heidfeld,Jordan Ford,+2.543s,11
19,20,Giorgio Pantano,Jordan Ford,+2.850s,12
