,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,73,1:40:29.914,10
2,2,Rubens Barrichello,Ferrari,73,+2.950s,8
10,3,Takuma Sato,BAR Honda,73,+22.036s,6
7,4,Jarno Trulli,Renault,73,+34.544s,5
17,5,Olivier Panis,Toyota,73,+37.534s,4
6,6,Kimi Räikkönen,McLaren Mercedes,72,+1 lap,3
5,7,David Coulthard,McLaren Mercedes,72,+1 lap,2
21,8,Zsolt Baumgartner,Minardi Cosworth,70,+3 laps,1
11,9,Giancarlo Fisichella,Sauber Petronas,65,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,60,DNF,0
18,NC,Nick Heidfeld,Jordan Ford,43,DNF,0
9,NC,Jenson Button,BAR Honda,26,DNF,0
16,NC,Cristiano da Matta,Toyota,17,DNF,0
4,NC,Ralf Schumacher,Williams BMW,9,DNF,0
8,NC,Fernando Alonso,Renault,8,DNF,0
15,NC,Christian Klien,Jaguar Cosworth,0,DNF,0
12,NC,Felipe Massa,Sauber Petronas,0,DNF,0
19,NC,Giorgio Pantano,Jordan Ford,0,DNF,0
20,NC,Gianmaria Bruni,Minardi Cosworth,0,DNF,0
