,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:11.354,16
1,2,Michael Schumacher,Ferrari,+0.265s,16
35,3,Anthony Davidson,BAR Honda,+0.339s,23
3,4,Juan Pablo Montoya,Williams BMW,+0.654s,11
38,5,Ricardo Zonta,Toyota,+1.012s,25
37,6,Bjorn Wirdheim,Jaguar Cosworth,+1.070s,25
9,7,Jenson Button,BAR Honda,+1.199s,14
11,8,Giancarlo Fisichella,Sauber Petronas,+1.221s,12
17,9,Olivier Panis,Toyota,+1.277s,16
4,10,Ralf Schumacher,Williams BMW,+1.496s,14
8,11,Fernando Alonso,Renault,+1.635s,15
6,12,Kimi Räikkönen,McLaren Mercedes,+1.793s,8
7,13,Jarno Trulli,Renault,+1.997s,15
12,14,Felipe Massa,Sauber Petronas,+2.017s,17
10,15,Takuma Sato,BAR Honda,+2.178s,12
16,16,Cristiano da Matta,Toyota,+2.201s,18
14,17,Mark Webber,Jaguar Cosworth,+2.408s,10
5,18,David Coulthard,McLaren Mercedes,+2.562s,10
15,19,Christian Klien,Jaguar Cosworth,+3.053s,26
39,20,Timo Glock,Jordan Ford,+3.663s,25
18,21,Nick Heidfeld,Jordan Ford,+3.666s,14
40,22,Bas Leinders,Minardi Cosworth,+3.674s,20
19,23,Giorgio Pantano,Jordan Ford,+3.906s,20
20,24,Gianmaria Bruni,Minardi Cosworth,+4.114s,9
21,25,Zsolt Baumgartner,Minardi Cosworth,+5.697s,16
