,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,23,1:53.955,220.128
2,2,David Coulthard,McLaren Mercedes,28,1:54.088,219.872
7,3,Damon Hill,Jordan Mugen Honda,25,1:54.954,218.215
3,4,Mika Salo,Ferrari,43,1:55.299,217.563
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,24,1:55.412,217.350
4,6,Eddie Irvine,Ferrari,27,1:55.582,217.030
5,7,Alessandro Zanardi,Williams Supertec,33,1:55.786,216.647
6,8,Ralf Schumacher,Williams Supertec,27,1:55.964,216.315
11,9,Jean Alesi,Sauber Petronas,31,1:56.016,216.218
16,10,Rubens Barrichello,Stewart Ford,34,1:56.131,216.004
19,11,Jarno Trulli,Prost Peugeot,28,1:56.367,215.566
18,12,Olivier Panis,Prost Peugeot,24,1:56.681,214.986
21,13,Marc Gene,Minardi Ford,27,1:56.789,214.787
9,14,Giancarlo Fisichella,Benetton Playlife,27,1:57.037,214.332
17,15,Johnny Herbert,Stewart Ford,18,1:57.094,214.227
10,16,Alexander Wurz,Benetton Playlife,27,1:57.526,213.440
22,17,Jacques Villeneuve,BAR Supertec,23,1:57.619,213.271
20,18,Luca Badoer,Minardi Ford,31,1:57.929,212.711
12,19,Pedro Diniz,Sauber Petronas,12,1:58.179,212.261
14,20,Pedro de la Rosa,Arrows,16,1:58.480,211.721
23,21,Ricardo Zonta,BAR Supertec,25,1:58.918,210.941
