,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,54,1:38:51.920,9
6,2,Ronnie Peterson,Lotus Ford,54,+2.930s,6
7,3,James Hunt,McLaren Ford,54,+19.800s,4
2,4,John Watson,Brabham Alfa Romeo,54,+36.880s,3
27,5,Alan  Jones,Williams Ford,54,+41.810s,2
20,6,Jody Scheckter,Wolf Ford,54,+54.530s,1
26,7,Jacques Laffite,Ligier Matra,54,+54.740s,0
35,8,Riccardo Patrese,Arrows Ford,54,+84.880s,0
8,9,Patrick Tambay,McLaren Ford,54,+87.060s,0
3,10,Didier Pironi,Tyrrell Ford,54,+89.980s,0
16,11,Hans-Joachim Stuck,Shadow Ford,53,+1 lap,0
12,12,Gilles Villeneuve,Ferrari,53,+1 lap,0
9,13,Jochen Mass,ATS Ford,53,+1 lap,0
31,14,Rene Arnoux,Martini Ford,53,+1 lap,0
36,15,Rolf Stommelen,Arrows Ford,53,+1 lap,0
10,16,Keke Rosberg,ATS Ford,52,+2 laps,0
19,17,Vittorio Brambilla,Surtees Ford,52,+2 laps,0
11,18,Carlos Reutemann,Ferrari,49,+5 laps,0
30,NC,Brett Lunger,McLaren Ford,45,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,43,DNF,0
18,NC,Rupert Keegan,Surtees Ford,40,DNF,0
33,NC,Bruno Giacomelli,McLaren Ford,28,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,10,DNF,0
1,NC,Niki Lauda,Brabham Alfa Romeo,10,DNF,0
17,NC,Clay Regazzoni,Shadow Ford,4,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,1,DNF,0
