,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:28.251,22
6,2,David Coulthard,Williams Renault,+0.088s,23
8,3,Mika Hakkinen,McLaren Mercedes,+0.662s,19
27,4,Jean Alesi,Ferrari,+0.829s,22
1,5,Michael Schumacher,Benetton Renault,+0.902s,14
28,6,Gerhard Berger,Ferrari,+1.246s,20
14,7,Rubens Barrichello,Jordan Peugeot,+1.347s,22
15,8,Eddie Irvine,Jordan Peugeot,+1.674s,22
26,9,Olivier Panis,Ligier Mugen Honda,+2.613s,23
9,10,Gianni Morbidelli,Footwork Hart,+3.225s,11
2,11,Johnny Herbert,Benetton Renault,+3.230s,13
3,12,Ukyo Katayama,Tyrrell Yamaha,+3.352s,23
7,13,Nigel Mansell,McLaren Mercedes,+3.465s,8
25,14,Aguri Suzuki,Ligier Mugen Honda,+3.659s,23
30,15,Heinz-Harald Frentzen,Sauber Ford,+3.856s,16
12,16,Jos Verstappen,Simtek Ford,+3.986s,20
4,17,Mika Salo,Tyrrell Yamaha,+4.184s,20
24,18,Luca Badoer,Minardi Ford,+5.281s,21
11,19,Domenico Schiattarella,Simtek Ford,+5.475s,11
17,20,Andrea Montermini,Pacific Ilmor,+5.515s,14
29,21,Karl Wendlinger,Sauber Ford,+5.904s,23
22,22,Roberto Moreno,Forti Ford,+7.026s,22
23,23,Pierluigi Martini,Minardi Ford,+7.222s,7
16,24,Bertrand Gachot,Pacific Ilmor,+7.464s,7
21,25,Pedro Diniz,Forti Ford,+8.882s,15
10,26,Taki Inoue,Footwork Hart,+30.076s,2
