,Position,Driver,Car,Time
1,1,Michael Schumacher,Benetton Renault,1:27.274
28,2,Gerhard Berger,Ferrari,1:27.282
6,3,David Coulthard,Williams Renault,1:27.459
5,4,Damon Hill,Williams Renault,1:27.512
27,5,Jean Alesi,Ferrari,1:27.813
8,6,Mika Hakkinen,McLaren Mercedes,1:28.343
15,7,Eddie Irvine,Jordan Peugeot,1:28.516
2,8,Johnny Herbert,Benetton Renault,1:29.350
7,9,Nigel Mansell,McLaren Mercedes,1:29.517
14,10,Rubens Barrichello,Jordan Peugeot,1:29.551
9,11,Gianni Morbidelli,Footwork Hart,1:29.582
26,12,Olivier Panis,Ligier Mugen Honda,1:30.760
4,13,Mika Salo,Tyrrell Yamaha,1:31.035
30,14,Heinz-Harald Frentzen,Sauber Ford,1:31.358
3,15,Ukyo Katayama,Tyrrell Yamaha,1:31.630
25,16,Aguri Suzuki,Ligier Mugen Honda,1:31.913
12,17,Jos Verstappen,Simtek Ford,1:32.156
23,18,Pierluigi Martini,Minardi Ford,1:32.445
10,19,Taki Inoue,Footwork Hart,1:32.710
24,20,Luca Badoer,Minardi Ford,1:33.071
29,21,Karl Wendlinger,Sauber Ford,1:33.494
16,22,Bertrand Gachot,Pacific Ilmor,1:33.892
11,23,Domenico Schiattarella,Simtek Ford,1:33.965
17,24,Andrea Montermini,Pacific Ilmor,1:35.169
22,25,Roberto Moreno,Forti Ford,1:36.065
21,26,Pedro Diniz,Forti Ford,1:36.624
