,Position,Driver,Car,Time
10,1,Lewis Hamilton,Mercedes,1:29.398
1,2,Sebastian Vettel,Red Bull Racing Renault,1:29.501
2,3,Mark Webber,Red Bull Racing Renault,1:29.608
7,4,Kimi Räikkönen,Lotus Renault,1:29.892
8,5,Romain Grosjean,Lotus Renault,1:29.959
19,6,Daniel Ricciardo,STR Ferrari,1:30.528
4,7,Felipe Massa,Ferrari,1:31.126
3,8,Fernando Alonso,Ferrari,1:31.209
5,9,Jenson Button,McLaren Mercedes,
11,10,Nico Hulkenberg,Sauber Ferrari,
9,11,Nico Rosberg,Mercedes,1:30.326
14,12,Paul di Resta,Force India Mercedes,1:30.697
6,13,Sergio Perez,McLaren Mercedes,1:30.933
12,14,Esteban Gutierrez ,Sauber Ferrari,1:31.010
15,15,Adrian Sutil,Force India Mercedes,1:31.010
18,16,Jean-Eric Vergne,STR Ferrari,1:31.104
17,17,Valtteri Bottas,Williams Renault,1:31.693
16,18,Pastor Maldonado,Williams Renault,1:31.707
22,19,Jules Bianchi,Marussia Cosworth,1:33.063
21,20,Giedo van der Garde,Caterham Renault,1:33.734
23,21,Max Chilton,Marussia Cosworth,1:34.098
20,22,Charles Pic,Caterham Renault,1:32.937
