,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,60,1:41:14.711,25
7,2,Kimi Räikkönen,Lotus Renault,60,+1.008s,18
8,3,Romain Grosjean,Lotus Renault,60,+5.830s,15
3,4,Fernando Alonso,Ferrari,60,+7.721s,12
10,5,Lewis Hamilton,Mercedes,60,+26.927s,10
5,6,Jenson Button,McLaren Mercedes,60,+27.996s,8
2,7,Mark Webber,Red Bull Racing Renault,60,+37.562s,6
6,8,Sergio Perez,McLaren Mercedes,60,+38.306s,4
9,9,Nico Rosberg,Mercedes,60,+46.821s,2
11,10,Nico Hulkenberg,Sauber Ferrari,60,+49.892s,1
14,11,Paul di Resta,Force India Mercedes,60,+53.771s,0
19,12,Daniel Ricciardo,STR Ferrari,60,+56.975s,0
15,13,Adrian Sutil,Force India Mercedes,60,+57.738s,0
12,14,Esteban Gutierrez ,Sauber Ferrari,60,+60.160s,0
16,15,Pastor Maldonado,Williams Renault,60,+61.929s,0
17,16,Valtteri Bottas,Williams Renault,59,+1 lap,0
20,17,Charles Pic,Caterham Renault,59,+1 lap,0
21,18,Giedo van der Garde,Caterham Renault,59,+1 lap,0
23,19,Max Chilton,Marussia Cosworth,59,+1 lap,0
18,NC,Jean-Eric Vergne,STR Ferrari,22,DNF,0
22,NC,Jules Bianchi,Marussia Cosworth,21,DNF,0
4,NC,Felipe Massa,Ferrari,3,DNF,0
