,Position,Driver,Car,Time
2,1,Rubens Barrichello,Ferrari,1:34.012
6,2,Kimi Räikkönen,McLaren Mercedes,1:34.178
9,3,Jenson Button,BAR Honda,1:34.295
12,4,Felipe Massa,Sauber Petronas,1:34.759
4,5,Ralf Schumacher,Williams BMW,1:34.891
8,6,Fernando Alonso,Renault,1:34.917
11,7,Giancarlo Fisichella,Sauber Petronas,1:34.951
17,8,Olivier Panis,Toyota,1:34.975
5,9,David Coulthard,McLaren Mercedes,1:35.029
3,10,Juan Pablo Montoya,Williams BMW,1:35.245
14,11,Mark Webber,Jaguar Cosworth,1:35.286
7,12,Jacques Villeneuve,Renault,1:35.384
16,13,Ricardo Zonta,Toyota,1:35.410
18,14,Nick Heidfeld,Jordan Ford,1:36.507
15,15,Christian Klien,Jaguar Cosworth,1:36.535
19,16,Timo Glock,Jordan Ford,1:37.140
20,17,Gianmaria Bruni,Minardi Cosworth,
10,18,Takuma Sato,BAR Honda,1:34.993
21,19,Zsolt Baumgartner,Minardi Cosworth,1:40.240
1,20,Michael Schumacher,Ferrari,
