,Position,Driver,Car,Time / Gap,Laps
4,1,Ralf Schumacher,Williams BMW,1:34.380,7
3,2,Juan Pablo Montoya,Williams BMW,+0.299s,7
1,3,Michael Schumacher,Ferrari,+0.464s,9
2,4,Rubens Barrichello,Ferrari,+0.474s,8
11,5,Giancarlo Fisichella,Sauber Petronas,+0.669s,14
6,6,Kimi Räikkönen,McLaren Mercedes,+1.152s,5
16,7,Ricardo Zonta,Toyota,+1.217s,8
9,8,Jenson Button,BAR Honda,+1.280s,9
5,9,David Coulthard,McLaren Mercedes,+1.550s,5
7,10,Jacques Villeneuve,Renault,+1.585s,9
14,11,Mark Webber,Jaguar Cosworth,+1.622s,6
10,12,Takuma Sato,BAR Honda,+1.846s,13
8,13,Fernando Alonso,Renault,+1.863s,8
12,14,Felipe Massa,Sauber Petronas,+2.159s,18
17,15,Olivier Panis,Toyota,+2.243s,6
15,16,Christian Klien,Jaguar Cosworth,+2.780s,4
18,17,Nick Heidfeld,Jordan Ford,+2.786s,10
20,18,Gianmaria Bruni,Minardi Cosworth,+3.153s,12
21,19,Zsolt Baumgartner,Minardi Cosworth,+3.172s,13
19,20,Timo Glock,Jordan Ford,+3.748s,11
