,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,56,1:29:12.420,10
9,2,Jenson Button,BAR Honda,56,+1.035s,8
6,3,Kimi Räikkönen,McLaren Mercedes,56,+1.469s,6
8,4,Fernando Alonso,Renault,56,+32.510s,5
3,5,Juan Pablo Montoya,Williams BMW,56,+45.193s,4
10,6,Takuma Sato,BAR Honda,56,+54.791s,3
11,7,Giancarlo Fisichella,Sauber Petronas,56,+65.464s,2
12,8,Felipe Massa,Sauber Petronas,56,+80.080s,1
5,9,David Coulthard,McLaren Mercedes,56,+80.619s,0
14,10,Mark Webber,Jaguar Cosworth,55,+1 lap,0
7,11,Jacques Villeneuve,Renault,55,+1 lap,0
1,12,Michael Schumacher,Ferrari,55,+1 lap,0
18,13,Nick Heidfeld,Jordan Ford,55,+1 lap,0
17,14,Olivier Panis,Toyota,55,+1 lap,0
19,15,Timo Glock,Jordan Ford,55,+1 lap,0
21,16,Zsolt Baumgartner,Minardi Cosworth,53,+3 laps,0
20,NC,Gianmaria Bruni,Minardi Cosworth,38,DNF,0
4,NC,Ralf Schumacher,Williams BMW,37,DNF,0
16,NC,Ricardo Zonta,Toyota,35,DNF,0
15,NC,Christian Klien,Jaguar Cosworth,11,DNF,0
