,Position,Driver,Car,Time / Gap,Laps
35,1,Anthony Davidson,BAR Honda,1:33.289,22
9,2,Jenson Button,BAR Honda,+0.885s,19
6,3,Kimi Räikkönen,McLaren Mercedes,+1.000s,16
5,4,David Coulthard,McLaren Mercedes,+1.073s,15
2,5,Rubens Barrichello,Ferrari,+1.159s,21
11,6,Giancarlo Fisichella,Sauber Petronas,+1.391s,23
4,7,Ralf Schumacher,Williams BMW,+1.425s,23
1,8,Michael Schumacher,Ferrari,+1.487s,25
16,9,Ricardo Zonta,Toyota,+1.579s,23
17,10,Olivier Panis,Toyota,+1.581s,25
38,11,Ryan Briscoe,Toyota,+1.592s,29
12,12,Felipe Massa,Sauber Petronas,+1.670s,23
8,13,Fernando Alonso,Renault,+2.225s,27
3,14,Juan Pablo Montoya,Williams BMW,+2.357s,22
7,15,Jacques Villeneuve,Renault,+2.562s,25
14,16,Mark Webber,Jaguar Cosworth,+2.597s,22
37,17,Bjorn Wirdheim,Jaguar Cosworth,+3.074s,19
18,18,Nick Heidfeld,Jordan Ford,+3.341s,19
21,19,Zsolt Baumgartner,Minardi Cosworth,+3.787s,15
15,20,Christian Klien,Jaguar Cosworth,+3.822s,25
20,21,Gianmaria Bruni,Minardi Cosworth,+4.142s,19
19,22,Timo Glock,Jordan Ford,+4.439s,15
40,23,Bas Leinders,Minardi Cosworth,+5.233s,18
39,24,Robert Doornbos,Jordan Ford,+5.762s,15
10,25,Takuma Sato,BAR Honda,,1
