,Position,Driver,Car,Time / Gap,Laps
2,1,David Coulthard,McLaren Mercedes,1:11.801,39
1,2,Mika Hakkinen,McLaren Mercedes,+0.053s,32
4,3,Eddie Irvine,Ferrari,+0.125s,43
17,4,Johnny Herbert,Stewart Ford,+0.338s,36
9,5,Giancarlo Fisichella,Benetton Playlife,+0.878s,44
8,6,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.892s,44
16,7,Rubens Barrichello,Stewart Ford,+0.944s,30
6,8,Ralf Schumacher,Williams Supertec,+1.000s,36
3,9,Mika Salo,Ferrari,+1.031s,41
19,10,Jarno Trulli,Prost Peugeot,+1.127s,40
22,11,Jacques Villeneuve,BAR Supertec,+1.145s,33
11,12,Jean Alesi,Sauber Petronas,+1.165s,34
10,13,Alexander Wurz,Benetton Playlife,+1.264s,44
12,14,Pedro Diniz,Sauber Petronas,+1.461s,40
18,15,Olivier Panis,Prost Peugeot,+1.469s,38
23,16,Ricardo Zonta,BAR Supertec,+1.515s,31
5,17,Alessandro Zanardi,Williams Supertec,+1.525s,40
7,18,Damon Hill,Jordan Mugen Honda,+1.549s,43
20,19,Luca Badoer,Minardi Ford,+1.752s,23
21,20,Marc Gene,Minardi Ford,+2.050s,40
15,21,Toranosuke Takagi,Arrows,+2.140s,27
14,22,Pedro de la Rosa,Arrows,+2.290s,29
