,Position,Driver,Car,Laps,Time,Points
4,1,Eddie Irvine,Ferrari,71,1:28:12.438,10
2,2,David Coulthard,McLaren Mercedes,71,+0.313s,6
1,3,Mika Hakkinen,McLaren Mercedes,71,+22.282s,4
8,4,Heinz-Harald Frentzen,Jordan Mugen Honda,71,+52.803s,3
10,5,Alexander Wurz,Benetton Playlife,71,+66.358s,2
12,6,Pedro Diniz,Sauber Petronas,71,+70.933s,1
19,7,Jarno Trulli,Prost Peugeot,70,+1 lap,0
7,8,Damon Hill,Jordan Mugen Honda,70,+1 lap,0
3,9,Mika Salo,Ferrari,70,+1 lap,0
18,10,Olivier Panis,Prost Peugeot,70,+1 lap,0
21,11,Marc Gene,Minardi Ford,70,+1 lap,0
9,12,Giancarlo Fisichella,Benetton Playlife,68,DNF,0
20,13,Luca Badoer,Minardi Ford,68,+3 laps,0
17,14,Johnny Herbert,Stewart Ford,67,+4 laps,0
23,15,Ricardo Zonta,BAR Supertec,63,DNF,0
16,NC,Rubens Barrichello,Stewart Ford,55,DNF,0
11,NC,Jean Alesi,Sauber Petronas,49,DNF,0
14,NC,Pedro de la Rosa,Arrows,38,DNF,0
5,NC,Alessandro Zanardi,Williams Supertec,35,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,34,DNF,0
15,NC,Toranosuke Takagi,Arrows,25,DNF,0
6,NC,Ralf Schumacher,Williams Supertec,8,DNF,0
